unnamed,2026-03-31,2025-03-31,2024-03-31,2023-03-31,2022-03-31,company,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7,unnamed_8,unnamed_9,unnamed_10,unnamed_11,unnamed_12,unnamed_13,unnamed_14,unnamed_15,unnamed_16,unnamed_17,unnamed_18,unnamed_19,unnamed_20,unnamed_21,unnamed_22,unnamed_23,unnamed_24,unnamed_25,unnamed_26,unnamed_27,unnamed_28,unnamed_29,unnamed_30,unnamed_31,unnamed_32,unnamed_33,unnamed_34,unnamed_35,unnamed_36,unnamed_37,unnamed_38,unnamed_39,unnamed_40,unnamed_41,unnamed_42,unnamed_43,unnamed_44,unnamed_45,unnamed_46,unnamed_47,unnamed_48,unnamed_49,unnamed_50,unnamed_51,unnamed_52,unnamed_53,unnamed_54,unnamed_55
Changes in Inventories,,,,,,Aurobindo Pharma,-4379,-5730.4,-4564.8,-2965.1,-14126.7,-8860.4,-5269.8,-16217.4,14975.2,-9267,-13036.8,-7354.9,-14997.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loans & Advances,,,,,,Aurobindo Pharma,,953.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Payables,,,,,,Aurobindo Pharma,3825.5,-5076.3,4451.9,-1572.7,3966.9,-4992.8,2958.7,1265.4,1106.5,7076.5,5828.4,-3108.9,12815.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Other Current and Noncurrent Liabilities,,,,,,Aurobindo Pharma,,,,,2060,1338,-779.2,-1466.8,5573.1,-1240.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income tax paid,,,,,,Aurobindo Pharma,-3439.5,-4955.9,-7326.3,-7737,-6985.6,-7698.3,-7608.4,-12852.5,-12581.9,-7172.4,-17666.4,-17313.5,-18320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Financial Assets,,,,,,Aurobindo Pharma,,,831,,-708.9,-5642.6,12697.9,-84.2,140.8,-2204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Other Assets,,,,,,Aurobindo Pharma,,,,,,,,,,,-6689.7,1712.7,-4202.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Financial Liabilities,,,,,,Aurobindo Pharma,,,904.7,,1423.8,4131.2,328.1,-7.9,-2245,2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Provision for Retirement Benefits,,,,,,Aurobindo Pharma,15.4,234.1,116.3,,,1034,1010.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Current Liabilities,,,,,,Aurobindo Pharma,1487.2,3448.7,288.2,253.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Other Current and Non-current Assets,,,,,,Aurobindo Pharma,-40.3,34.5,-1699.3,-878,-2945.4,-1650,-1277.8,179.1,-34.9,-3549.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Provisions,,,,,,Aurobindo Pharma,,,,639.1,,,,-1736.1,145.2,217.5,,,1996.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Other Current and Noncurrent Liabilities,,,,,,Aurobindo Pharma,,,,,2060,1338,-779.2,-1466.8,5573.1,-1240.5,-2634.3,-3315,5607.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Financial Assets,,,,,,Aurobindo Pharma,,,831,-7341.3,-708.9,-5642.6,12697.9,-84.2,140.8,-2204,-1736,-1716.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Financial Liabilities,,,,,,Aurobindo Pharma,,,904.7,-30.5,1423.8,4131.2,328.1,-7.9,-2245,2328,3174.1,9368.3,10571.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Provision for Retirement Benefits,,,,,,Aurobindo Pharma,15.4,234.1,116.3,,,1034,1010.4,,,,985.5,589.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Increasej/decrease in Other Financial Asset,,,,,,Aurobindo Pharma,,,,,,,,,,,,,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Operating Activities,,,,,,Aurobindo Pharma,6462.8,12368.1,14197.6,32785.8,19545.2,16509.7,43812.8,33290.5,50164.8,23867.5,24345.2,39246.2,55263.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investing Activities,,,,,,Aurobindo Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Other Current and Noncurrent Liabilities,,,,,,Aurobindo Pharma,,,,-16941.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Financial Assets,,,,,,Aurobindo Pharma,,,,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchases of Fixed Assets,,,,,,Aurobindo Pharma,-3904.8,-7682.9,-14474.6,,-13229.4,-14256.8,-13827.5,-14379.4,-20529.1,-24038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds from Sales of Property, Plant, and Equipment and Intangible Assets",,,,,,Aurobindo Pharma,164.3,223.9,-1182.1,,2892.9,222,190,481.7,3809.4,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition of Business,,,,,,Aurobindo Pharma,,,,,,-12116.2,103.5,,-5813.9,-1689.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acquisitions of Subsidiaries, Net of Cash and Cash Equivalents Acquired",,,,,,Aurobindo Pharma,,,,,-6355.3,-1082.8,,-2742.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payments for Net Assets Acquired of Subsidiaries and Jointly Controlled Entities,,,,,,Aurobindo Pharma,-242.2,-6860.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Controlling Interest in Subsidiary,,,,,,Aurobindo Pharma,,,,,,,,,,-280.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amount Received on Settlement of Acquisition of Subsidiary,,,,,,Aurobindo Pharma,,,1379.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payment for Net Assets Acquired of Joint Venture,,,,,,Aurobindo Pharma,,,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds from Sale of Subsidiary, Net of Tax",,,,,,Aurobindo Pharma,,,,,,,,31739.1,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additions to Intangibles,,,,,,Aurobindo Pharma,,,,,-2069.8,-1334.2,-483.4,-4358.7,-6517.3,-3166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Purchase of Property, Plant and Equipment, Including Movement in Capital Work- In- Progress, Capital Advances and Capital Creditors (net)",,,,,,Aurobindo Pharma,-3904.8,-7682.9,-14474.6,-16941.5,-13229.4,-14256.8,-13827.5,-14379.4,-20529.1,-24038,-27803.3,-19678.6,-26857.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds from Sales of Property, Plant, and Equipment and Intangible Assets",,,,,,Aurobindo Pharma,164.3,223.9,-1182.1,95.4,2892.9,222,190,481.7,3809.4,110.9,602.8,28.4,462.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Current Investments,,,,,,Aurobindo Pharma,,,,,,,,-1597.8,-5250.3,-13371.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition of Business,,,,,,Aurobindo Pharma,,,,,,-12116.2,103.5,,-5813.9,-1689.2,,,-3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds from Sale of Current Investments, Net",,,,,,Aurobindo Pharma,5.8,,260,-1179,,,,,3264.3,16341.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividends Received from Joint Ventures,,,,,,Aurobindo Pharma,,,,,163.4,137.8,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Liquidation of Joint Venture,,,,,,Aurobindo Pharma,,,,,,,,,249.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Non-current Investments Made in Joint Ventures,,,,,,Aurobindo Pharma,,,-571.1,,-677.6,-463.1,-1791,-1536.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds From/(Purchase Of) Non-Current Investments in Joint Ventures (Net),,,,,,Aurobindo Pharma,,,,,,,,,-726.5,1053.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Controlling interest in subsidiaries,,,,,,Aurobindo Pharma,,,,,,,,,,-280.5,,-113.9,-31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Non-current Investments,,,,,,Aurobindo Pharma,,,,,,,,-1540,-2999.2,-6769.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additions to Intangibles,,,,,,Aurobindo Pharma,,,,,-2069.8,-1334.2,-483.4,-4358.7,-6517.3,-3166,-7811.7,-5516.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sale of Investment,,,,,,Aurobindo Pharma,,,,,,,,,1352.2,7173.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Intangible Assets and Intangible Assets Under Development,,,,,,Aurobindo Pharma,,,,,,,,,,,,,-4189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advances for Long-term Investment,,,,,,Aurobindo Pharma,-4009.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank Balances not Considered as Cash and Cash Equivalents (net),,,,,,Aurobindo Pharma,,,,,,-257.6,-85.8,,749.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds from Sale of Current Investments, Net",,,,,,Aurobindo Pharma,5.8,,260,,,,,,3264.3,16341.5,1005.3,1089.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share Application Money to Others,,,,,,Aurobindo Pharma,,-33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Purchase)/proceeds from Sale of Current Investments (net),,,,,,Aurobindo Pharma,,,,,,,,,,,,,-7227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Investment In)/redemption of Bank Deposits (net),,,,,,Aurobindo Pharma,-237.4,229.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loans to Joint Venture,,,,,,Aurobindo Pharma,,,,,-1065.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loans to Related Parties,,,,,,Aurobindo Pharma,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loans Repaid By Joint Ventures,,,,,,Aurobindo Pharma,,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds From/(Purchase Of) Non-Current Investments in Joint Ventures (Net),,,,,,Aurobindo Pharma,,,-571.1,-1179,-677.6,-463.1,-1791,-1536.3,-726.5,1053.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Non-current Investments,,,,,,Aurobindo Pharma,,,,,,,,-1540,-2999.2,-6769.4,-235.9,-230.2,-650.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margin Money Deposits not Considered as Cash and Cash Equivalents (Net),,,,,,Aurobindo Pharma,,,,,,,,-271.1,,-16608.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sale of Investment,,,,,,Aurobindo Pharma,,,,,,,,,1352.2,7173.2,765.1,22.5,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Received,,,,,,Aurobindo Pharma,36,154.3,102.2,,115.1,125,193.4,191.5,252.6,1466.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movement in Other Bank Balances,,,,,,Aurobindo Pharma,,,,,,,,,,,-11890.2,2167.7,3540.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividends Received,,,,,,Aurobindo Pharma,,,,,,,,,,,,,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Received,,,,,,Aurobindo Pharma,36,154.3,102.2,154.7,115.1,125,193.4,191.5,252.6,1466.2,2808.4,3473.7,3285.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Investing Activities,,,,,,Aurobindo Pharma,-8187.4,-13979.7,-14452.1,-17870.4,-19265.9,-29025.9,-15676.4,5986.9,-32115.6,-39777.5,-42559.5,-18758,-34586.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financing Activities,,,,,,Aurobindo Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividends Received,,,,,,Aurobindo Pharma,,,,-9132.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repayment of long-term borrowings,,,,,,Aurobindo Pharma,-510.8,-1352.2,-5875.2,,-9370.9,-3938.3,-2169.8,-4681.2,,-56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Long-terms Borrowings,,,,,,Aurobindo Pharma,1471.3,5232.9,167.2,-8146.5,9164.2,,,1769.8,827.3,3935.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Repayments of) Proceeds from Short-term Borrowings, Net",,,,,,Aurobindo Pharma,1714.1,-473,11741.2,66.6,12228.9,26242.2,-13129.7,-6678.2,-26366.6,20696.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repayment of Lease Liabilities-net,,,,,,Aurobindo Pharma,,,,,,,-1024.1,-1223.2,-1331.4,-924.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Share Application Money,,,,,,Aurobindo Pharma,,,,-1139.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Issuance of Equity Share Capital,,,,,,Aurobindo Pharma,34.5,67.6,72,,2.3,0.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividends Paid on Equity Shares,,,,,,Aurobindo Pharma,,,,,-2194,-1460.2,-1756.1,-2343.1,-2637,-4395.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividend/dividend Tax Paid,,,,,,Aurobindo Pharma,-595.5,-1527,-1341.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fccb Issue Expenses,,,,,,Aurobindo Pharma,,,,-232.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repayment of long-term borrowings,,,,,,Aurobindo Pharma,-510.8,-1352.2,-5875.2,-9132.6,-9370.9,-3938.3,-2169.8,-4681.2,,-56.5,-171.7,-11188.6,-13039.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Costs Paid,,,,,,Aurobindo Pharma,,,,,-741.7,-1515.1,-1266.1,-493.5,-185,-1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Long-terms Borrowings,,,,,,Aurobindo Pharma,1471.3,5232.9,167.2,,9164.2,,,1769.8,827.3,3935.8,15632.4,6614.3,3606.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax on Dividend,,,,,,Aurobindo Pharma,,-277.7,-273.6,,-447.3,-138.6,-127.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Paid,,,,,,Aurobindo Pharma,-937.2,-738.5,-835.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Repayments of) Proceeds from Short-term Borrowings, Net",,,,,,Aurobindo Pharma,1714.1,-473,11741.2,-8146.5,12228.9,26242.2,-13129.7,-6678.2,-26366.6,20696.8,-847.6,20611.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds of Current Borrowings, Net",,,,,,Aurobindo Pharma,,,,,,,,,,,,,3591.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repayment of Lease Liabilities,,,,,,Aurobindo Pharma,,,,,,,-1024.1,-1223.2,-1331.4,-924.7,-1466,-1098.3,-1085.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Issuance of Equity Share Capital,,,,,,Aurobindo Pharma,34.5,67.6,72,66.6,2.3,0.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buyback of equity shares (including tax and transaction Cost),,,,,,Aurobindo Pharma,,,,,,,,,,,,-9302.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividends Paid,,,,,,Aurobindo Pharma,,,,,,,,,,,,,-2324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movement in unclaimed dividend,,,,,,Aurobindo Pharma,,,,,,,,,,,-2636.4,-10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividends Paid on Equity Shares,,,,,,Aurobindo Pharma,,,,-1139.5,-2194,-1460.2,-1756.1,-2343.1,-2637,-4395.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition of Non-controlling Interest in Subsidiary,,,,,,Aurobindo Pharma,,,,,,,,,,,,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax on Dividend,,,,,,Aurobindo Pharma,,-277.7,-273.6,-232.3,-447.3,-138.6,-127.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Paid,,,,,,Aurobindo Pharma,-937.2,-738.5,-835.3,-568.3,,,,,,,-2506.5,-4203.2,-3440.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Financing Activities,,,,,,Aurobindo Pharma,1176.4,932.1,3654.4,-19152.6,8641.5,19190.6,-19471.8,-13649.4,-29692.7,18144.1,8004.2,1197.8,-12691.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Adjustments,,,,,,Aurobindo Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imprest Balances Transferred to the Joint Venture-citadel Aurobindo Biotech Limited,,,,,,Aurobindo Pharma,,,,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow Net Changes in Cash,,,,,,Aurobindo Pharma,-547.1,3130.8,3396.9,,8919.1,6656.4,8712.4,25830.9,-11674,2297.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effect of Exchange Differences on Cash and Cash Equivalents,,,,,,Aurobindo Pharma,-1.2,15.1,-3,,-1.7,-18,47.8,-21.2,2,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash and Cash Equivalents on Acquisition of Subsidiaries/business,,,,,,Aurobindo Pharma,2.3,3795.2,,,,,,224.1,-32.5,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow Net Changes in Cash,,,,,,Aurobindo Pharma,-547.1,3130.8,3396.9,-4238.6,8919.1,6656.4,8712.4,25830.9,-11674,2297.6,-10068.4,21783.6,16276.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effect of Exchange Differences on Cash and Cash Equivalents,,,,,,Aurobindo Pharma,-1.2,15.1,-3,-1.4,-1.7,-18,47.8,-21.2,2,-0.6,141.7,91,8288.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash and Cash Equivalents on Acquisition of a Subsidiary,,,,,,Aurobindo Pharma,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash and Cash Equivalents on Acquisition of Subsidiaries/business,,,,,,Aurobindo Pharma,2.3,3795.2,,,,,,224.1,-32.5,64.1,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Type: YTD,,,,,,Aurobindo Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P Capital IQ - Standard,,,,,,Aurobindo Pharma,2020 FQ2 YTD,2021 FQ2 YTD,2022 FQ2 YTD,2023 FQ2 YTD,2024 FQ2 YTD,2025 FQ2 YTD,2026 FQ2 YTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Ended,,,,,,Aurobindo Pharma,2019-09-30 00:00:00,2020-09-30 00:00:00,2021-09-30 00:00:00,2022-09-30 00:00:00,2023-09-30 00:00:00,2024-09-30 00:00:00,2025-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currency,,,,,,Aurobindo Pharma,INR,INR,INR,INR,INR,INR,INR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units,,,,,,Aurobindo Pharma,Thousands,Thousands,Millions,Millions,Millions,Millions,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit before Tax,,,,,,Aurobindo Pharma,17273400,22773300,19853.3,12023.5,18876.7,25313.5,24827.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depreciation and Amortization Expenses,,,,,,Aurobindo Pharma,4841700,5128600,5739,5776.1,7440.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depreciation, Amortization and Impairment Expense",,,,,,Aurobindo Pharma,,,,,,7864.6,8348.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loss on Sales of Property, Plant and Equipment, Net",,,,,,Aurobindo Pharma,,,,,,31.1,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Profit/Loss on sale/write-off of property, plant and equipment and intangibles under development (net)",,,,,,Aurobindo Pharma,77300,1032900,191.8,-22.7,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Profit) on Sale of Investments,,,,,,Aurobindo Pharma,,,,,,-53.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit on Sale of Current Investments,,,,,,Aurobindo Pharma,,,-17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loss on liquidation of joint ventures/subsidiary,,,,,,Aurobindo Pharma,,,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reversal of impairment loss on intangible assets/intangible assets under development and goodwill,,,,,,Aurobindo Pharma,,,-525.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Write-off of intangible assets under development net,,,,,,Aurobindo Pharma,,,,,,4.1,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share of Profit/loss of Joint Ventures,,,,,,Aurobindo Pharma,-47800,325300,200.5,52,19.1,10.9,-35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allowance for Doubtful Receivables, Net",,,,,,Aurobindo Pharma,51900,-108400,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bad Debts/advances Written off,,,,,,Aurobindo Pharma,25000,273300,3.7,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allowance for Expected Credit Loss Es, Net",,,,,,Aurobindo Pharma,,,,,,188.1,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allowance for Credit losses on trade receivables and other advances (net),,,,,,Aurobindo Pharma,,,,316.1,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effect of Exchange Rate Changes,,,,,,Aurobindo Pharma,-125000,251300,414.1,736.6,306.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unrealized Exchange Gain/loss, Net",,,,,,Aurobindo Pharma,,,,,,288.1,3961.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unrealized Foreign Exchange Gain, Net",,,,,,Aurobindo Pharma,-73700,-456100,-367.2,-181.6,-1006.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product Destruction Expenses/stock Written Off,,,,,,Aurobindo Pharma,52800,118600,20,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Income Taxes Paid, Net of Refunds",,,,,,Aurobindo Pharma,,,,,,-7532.2,-7818.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Direct Taxes Paid (net of Refunds),,,,,,Aurobindo Pharma,-3710400,-4648400,-6544.2,-3905.6,-6417.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Incomes,,,,,,Aurobindo Pharma,-103200,-93100,-133.2,-330.5,-1327.7,-1521.3,-1731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
